x [m],y [m],z [m],zrot [deg.],wba SAR [W/kg]
2.200000E+00,0.000000E+00,1.000000E+00,0.000000E+00,2.781400E-03
2.200000E+00,0.000000E+00,1.500000E+00,0.000000E+00,2.822900E-04
2.200000E+00,0.000000E+00,2.000000E+00,0.000000E+00,1.598700E-04
3.000000E+00,0.000000E+00,-2.000000E+00,0.000000E+00,1.428500E-04
3.000000E+00,0.000000E+00,-1.500000E+00,0.000000E+00,2.381900E-04
3.000000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,2.026600E-03
3.000000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,1.744500E-02
3.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.701100E-02
3.000000E+00,0.000000E+00,5.000000E-01,0.000000E+00,1.250600E-02
3.000000E+00,0.000000E+00,1.000000E+00,0.000000E+00,2.525700E-03
3.000000E+00,0.000000E+00,1.500000E+00,0.000000E+00,2.441000E-04
3.000000E+00,0.000000E+00,2.000000E+00,0.000000E+00,1.340700E-04
4.000000E+00,0.000000E+00,-2.000000E+00,0.000000E+00,1.121600E-04
4.000000E+00,0.000000E+00,-1.500000E+00,0.000000E+00,2.210000E-04
4.000000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,2.008400E-03
4.000000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,1.292400E-02
4.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.914100E-02
4.000000E+00,0.000000E+00,5.000000E-01,0.000000E+00,9.660700E-03
4.000000E+00,0.000000E+00,1.000000E+00,0.000000E+00,2.388300E-03
4.000000E+00,0.000000E+00,1.500000E+00,0.000000E+00,2.339600E-04
4.000000E+00,0.000000E+00,2.000000E+00,0.000000E+00,1.003800E-04
5.000000E+00,0.000000E+00,-2.000000E+00,0.000000E+00,9.717200E-05
5.000000E+00,0.000000E+00,-1.500000E+00,0.000000E+00,2.068800E-04
5.000000E+00,0.000000E+00,-1.000000E+00,0.000000E+00,2.070600E-03
5.000000E+00,0.000000E+00,-5.000000E-01,0.000000E+00,1.020800E-02
5.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.443300E-02
5.000000E+00,0.000000E+00,5.000000E-01,0.000000E+00,7.931300E-03
5.000000E+00,0.000000E+00,1.000000E+00,0.000000E+00,2.196300E-03
5.000000E+00,0.000000E+00,1.500000E+00,0.000000E+00,2.068400E-04
5.000000E+00,0.000000E+00,2.000000E+00,0.000000E+00,9.791000E-05
